
---------------------------------------------------------------[Token Information]---------------------------------------------------------------

Token Name: OPEN GPU (oGPU)
Website: https://opengpu.network/
Twitter: https://twitter.com/opengpunetwork
Whitepaper: https://opengpu.network/docs/whitepaper.pdf

---------------------------------------------------------------[Token Price Data]---------------------------------------------------------------

+----------------------+---------------------+-------------------+
|        Price         |         Date        | Price Abnormality |
+----------------------+---------------------+-------------------+
| 0.12375100097179093  | 2024-05-03 23:00:00 |         []        |
| 0.07104200035992593  | 2024-05-02 23:00:00 |         []        |
| 0.071317867802786875 | 2024-05-01 23:00:00 |         []        |
| 0.08193532558399366  | 2024-04-30 23:00:00 |         []        |
| 0.08265236242135214  | 2024-04-29 23:00:00 |         []        |
| 0.08537156730001368  | 2024-04-28 23:00:00 |         []        |
| 0.074056662972476225 | 2024-04-27 23:00:00 |         []        |
| 0.07984045645535792  | 2024-04-26 23:00:00 |         []        |
| 0.060827998803139545 | 2024-04-25 23:00:00 |         []        |
| 0.06176317848440507  | 2024-04-24 23:00:00 |         []        |
| 0.07541090599848211  | 2024-04-23 23:00:00 |         []        |
| 0.07995391301532595  | 2024-04-22 23:00:00 |         []        |
|  0.0996690072159506  | 2024-04-21 23:00:00 |         []        |
| 0.085395102857545715 | 2024-04-20 23:00:00 |         []        |
|  0.095322331699067   | 2024-04-19 23:00:00 |         []        |
| 0.12871446986528398  | 2024-04-18 23:00:00 |         []        |
|  0.0718730310953164  | 2024-04-17 23:00:00 |         []        |
| 0.04904524941961595  | 2024-04-16 23:00:00 |         []        |
|       0.107855       | 2024-04-15 23:00:00 |         []        |
| 0.12150659447619094  | 2024-04-14 23:00:00 |         []        |
| 0.10986593961878492  | 2024-04-13 23:00:00 |         []        |
| 0.019843827466389158 | 2024-04-12 23:00:00 |         []        |
| 0.026305482992776026 | 2024-04-11 23:00:00 |         []        |
+----------------------+---------------------+-------------------+


---------------------------------------------------------------[Token Holder Data)]---------------------------------------------------------------

+------+--------------------------------------------+----------------------+------------------------+
| Rank |               Holder Address               |       Quantity       |       Proportion       |
|  18  | 0x8f86d51142cb45e49498d144abb2304922dc39af |  200000.84075191186  | 0.952384955961485083%  |
|  19  | 0xe975934d168862040aabc70c86c619f0045020ca |  194859.97000541937  | 0.927904619073425606%  |
|  20  | 0xe4b1228c51cdd52f2a93be38f83a662e04f75e90 |  160194.65854699354  | 0.762831707366635933%  |
|  21  | 0x1071316b698da9947b2f267a02fd77e17ef2fb5b |        160000        | 0.761904761904761933%  |
|  22  | 0x34baae6a6c1b30e2da701767df1782cd1f9c2301 |        155000        | 0.738095238095238123%  |
|  23  | 0xdebcafe0a61b7002c176565c522eccd941cb8273 |        150000        | 0.714285714285714313%  |
|  24  | 0x7d4dce9b0fb4af6c5f8a8327706218b81f0ca6fb |  143561.2535483062   | 0.683625016896696216%  |
|  25  | 0x54b5eddc0d73dd9a7fb5fb39e4160b19963212a6 |  138576.7592898894   | 0.659889329951854311%  |
|  26  | 0xf0f358b0e03104e22c027c95088c2e67b34139e0 |  136500.62274286663  | 0.650002965442222072%  |
|  27  | 0x0e9f7fea1017b0ab6bd8d2730b1ef21915a091e2 |  133679.61993537215  | 0.636569618739867405%  |
|  28  | 0x1f5933d2b19005ea3c6edaf626855d36f3b6dca0 |  125699.30853874685  | 0.598568135898794546%  |
|  29  | 0x71b672bf72db40fa61b2ae7a5f57ad21399927be |   123045.878903671   | 0.585932756684147641%  |
|  30  | 0x9d2b1c7e76a2987dd8a9d8271b2078399fa4753c |  122015.5579867319   | 0.581026466603485260%  |
|  31  | 0x90d5f5df45b4a083909757e6d5af965daaacf8df |  120209.94854712998  | 0.572428326414904688%  |
|  32  | 0x88dae2ac1aa19a47d89d5a2447a3549d36e9cc7d |  118039.4076475194   | 0.562092417369140021%  |
|  33  | 0x96745d7781dd8c050e4746ecd0cd7e7a08bdf6e2 |  117768.71267693411  | 0.560803393699686259%  |
|  34  | 0xb455474a6dec689a8660f3bd6f9313b5f9991b71 |  116052.66002434469  | 0.552631714401641402%  |
|  35  | 0x3c5ebd208e85375edd3acd76f484518e3a026a25 |  112587.88148178044  | 0.536132768960859258%  |
|  36  | 0xcc78d768e8727503d9344f6ede95d0621b71b1ec |  109267.1445864975   | 0.520319736126178591%  |
|  37  | 0x9f174d4e5dab1d1b2a180854ac2c4429276c2ccc |  106430.76009371442  | 0.506813143303402019%  |
|  38  | 0xf28ba39182cb0f8cd50ff6470df81f249df6bd12 |  105970.40085970952  | 0.504620956474807257%  |
|  39  | 0x1101011bd4e29c45a579ce61d31688210aa784ce |  105281.30649215437  | 0.501339554724544638%  |
|  40  | 0x4e9ca0024595f10ee0f4c161fabe401879713cfc |  104415.77801258847  | 0.497217990536135590%  |
|  41  | 0x06621d4d3e284945ce644beae72a1bd92603f175 |  100265.45281623346  | 0.477454537220159351%  |
|  42  | 0xf248e5fc60b6c5a703fe9c19a013e68a62e60b5e |  100186.33298753918  | 0.477077776131138970%  |
|  43  | 0xb2bf9f21e1c6eb66af815a4bd9e8371ab0b57771 |   98089.6736884354   | 0.467093684230644779%  |
|  44  | 0x55324ab566f52af2805d16860a303a2c5fe4ff55 |   92999.9726156164   | 0.442857012455316207%  |
|  45  | 0x9725f29781063b828b8a9e9ca65c0593aac394aa |  90462.98474976484   | 0.430776117856023064%  |
|  46  | 0x6fa1974371a909f7daf04f394ea5c9781abe18f0 |  89467.73705069338   | 0.426036843098539921%  |
|  47  | 0xfaedb06fb5b741ebd9e73667512f2072b08f65b9 |  85949.43465387466   | 0.409283022161307920%  |
|  48  | 0xa7353580fff1e8dd2392b47c81e33cb1a13cafb8 |  84242.56413920775   | 0.401155067329560729%  |
|  49  | 0xd83b91c7a0fdcff382a8e3ce3a9ef500e8adc135 |  83577.63165942857   | 0.397988722187755110%  |
|  50  | 0x934635a8b669f8e6b061d1ecb02fb070cfdfec4b |   81177.1535943845   | 0.386557874258973824%  |
|  51  | 0xdfd122198c0037de6cf680f28af7c61201b25f35 |  79668.20211053199   | 0.379372391002533300%  |
|  52  | 0x754857bea81d5c8357b85866ab31253098931f15 |  72908.34955380487   | 0.347182616922880346%  |
|  53  | 0x41266c9f2aec39456677a831bda999666ba2c880 |  70236.64084098501   | 0.334460194480881013%  |
|  54  | 0x5082c9f476847655664d511515730f9a4a21c580 |  68338.66286951749   | 0.325422204140559488%  |
|  55  | 0xa9bf1cf0c92424fbbe7c1cf5f8a1e8c8ae52da6b |  68307.95037996824   | 0.325275954190324965%  |
|  56  | 0xedf0431a9f04d29f15654f73b27443c866597b4c |        67500         | 0.321428571428571441%  |
|  57  | 0xa483b5f68c56421e02da77e9dec4620eeaff3913 |  65296.24306600406   | 0.310934490790495536%  |
|  58  | 0x200af46fb870dcc249f142812606b5bb71fe7fd6 |  64949.82757620851   | 0.309284893220040535%  |
|  59  | 0xc4b57b5afc3c2042e624b55cce4c3e43f2abdb45 |  63768.61515768399   | 0.303660072179447583%  |
|  60  | 0x872f5dd898e5c8b01d17a4a8a9205b88c3dc5fbc |  61562.20753860138   | 0.293153369231435154%  |
|  61  | 0xcb9252177ffe1b21394a8a29ec8261bc1a19eb02 |  55821.45667269784   | 0.265816460346180200%  |
|  62  | 0x0976fca4cf8b1fab27f1c7327bcd1eb2335a18bd |  54886.892736031295  | 0.261366155885863319%  |
|  63  | 0x59f9817d0d9c4f5b83e9b1a3533472774e1120ef |  54815.23627262286   | 0.261024934631537438%  |
|  64  | 0x3eb897249fc98f4e6fb7330cac7cf1b043035e6d |  54724.473010991605  | 0.260592728623769557%  |
|  65  | 0x8ea25aa546a57ab1e6ba9e38a1339fbe6ec63c6e |  52915.06823187587   | 0.251976515389885105%  |
|  66  | 0x966044797248d066db3cfc54c5b400a3ed3fd928 |  51627.226778231714  | 0.245843937039198647%  |
|  67  | 0x4307c9db060dc3ec8759aa49bebf3ed0d9e4dfab |  51202.121002431384  | 0.243819623821101838%  |
|  68  | 0xc07263f503dcc51cff948d4fdebbc0e07d99f012 |  50878.10991462694   | 0.242276713879175914%  |
|  69  | 0x21f51b34f6a1062ffcc7d3f02f679a4683127102 |  50214.010008182966  | 0.239114333372299847%  |
|  70  | 0x9a717fc3ce9c10c09e32c46cca40ff790a6b2d1f |  49020.69948899591   | 0.233431902328551961%  |
|  71  | 0xe274f222a84f61bbe53b622f7f4caf0845d69c64 |  46698.70422688793   | 0.222374782032799675%  |
|  72  | 0x8b96b4fc279a74c0a29bbabde6c6d9bb68895f9d |  45900.43221470605   | 0.218573486736695484%  |
|  73  | 0xd0b60744eb65e650aeeec23d51dd1fb1973b1d13 |  45744.957462482926  | 0.217833130773728227%  |
|  74  | 0x840464e0332df2957df5b7cc22460b8f7e572481 |  45000.08515306183   | 0.214286119776484913%  |
|  75  | 0x94a13b6c6e61a6771806b1165331615989f063a1 |  44976.626079275244  | 0.214174409901310694%  |
|  76  | 0x075b2aded57f8f997c015852ace28f9a7ead7306 |        42000         | 0.200000000000000008%  |
|  77  | 0xa2df27d36450c25fe390199f23f72739eea19933 |  41113.47549111833   | 0.195778454719611103%  |
|  78  | 0xbbbe1f3cea2987f309a4a3fb9ba96ff766c9bbf1 |  40446.23302644909   | 0.192601109649757579%  |
|  79  | 0xa8cfd1628b208186e1a9c0ffd0491c0aff663539 |  40446.22230251978   | 0.192601058583427531%  |
|  80  | 0x77d90857f3ad4a35e77af548f24ee5c0253c5c95 |   39457.5047091526   | 0.187892879567393340%  |
|  81  | 0xaee8b2b189fb0e7ec9a676f9f8a3cd2f6b700d64 |  37801.12762488517   | 0.180005369642310340%  |
|  82  | 0x10872109b1acf0cd3bd5c055e43fa58b757b2480 |  37000.09460946622   | 0.176190926711743911%  |
|  83  | 0x8c3c1f0ecadfce3934c6a52966d812c5143e7900 |  35848.71756354519   | 0.170708178874024721%  |
|  84  | 0xf0a685bfb6fc606a26e74d060005dcf5d2e428bc |  35210.74426001721   | 0.167670210761986721%  |
|  85  | 0x18242267204a5988ed627f8ce143a01206b31b43 |        35000         | 0.166666666666666673%  |
|  86  | 0xe9704890907c3df46dd7229e21993179ab16bc48 |  33553.40122228019   | 0.159778101058477101%  |
|  87  | 0x5b21617645d53ada70d4136efb17dd255a2e7f94 |  32770.11405289694   | 0.156048162156652101%  |
|  88  | 0x23ee44452a4c37293c7f1edf57955215c52fd668 |        32500         | 0.154761904761904768%  |
|  89  | 0x41fc31acd1918def61c782ad4078c7c48b39030b |  32477.440195753352  | 0.154654477122635015%  |
|  90  | 0xf38ce8c5a2fb772e1aa9973da05d94ed39c6ca7a |  32395.942820746353  | 0.154266394384506449%  |
|  91  | 0x6d45878865063d171b280a9e43e644f5886c451a |  32074.524726181284  | 0.152735832029434691%  |
|  92  | 0x750f80e6da5eb67cc2ecb0c89523394bf2ebf49a |  32057.721467582218  | 0.152655816512296282%  |
|  93  | 0x04bda42de3bc32abb00df46004204424d4cf8287 |  31433.453035916446  | 0.149683109694840225%  |
|  94  | 0x288944b58981934a17269dadf4b84bb8f316300b |  31401.026193498656  | 0.149528696159517415%  |
|  95  | 0xd725abb205b611c8297e8d62057d29ca4ebe4bb7 |  30958.526857744553  | 0.147421556465450258%  |
|  96  | 0xcab4c999a7083f1ea054a48b78e93cc529499565 |  30954.196906668672  | 0.147400937650803206%  |
|  97  | 0xd50ed80e5259b1083c895c76bf143eec0634c761 |        30000         | 0.142857142857142863%  |
|  98  | 0x1d5260b3ae98741cb2f4edfad4b105e2b1a96075 |  29951.593871352943  | 0.142626637482633067%  |
|  99  | 0xfdf3fac4da150d9b8274d4886aad959163b2f8bd |  28317.86196011536   | 0.134846961714835053%  |
| 100  | 0x0340770c19a2cddd053c411e5db0d93d47350bc2 |  27236.79700928735   | 0.129699033377558814%  |
| 101  | 0xa03fdfcd0b1a85b4a304fb0fe8233b3eda64b8be |  27107.97613201649   | 0.129085600628649957%  |
| 102  | 0x04766395cc8a4e6d361b2f569f8fb01a1cc3b671 |  26827.949324012974  | 0.127752139638157024%  |
| 103  | 0x43e47302adfaf5de0a9eb7ea4ccdf71c1239564b |  26334.918711073547  | 0.125404374814635943%  |
| 104  | 0x37f9e79c094ae4e473ca51fd866b56629530b1f9 |  25848.449565273033  | 0.123087855072728733%  |
| 105  | 0xaaa7bf396c9359b33fb0436ad256ca62524385c6 |  24937.924509772187  | 0.118752021475105657%  |
| 106  | 0xd999472be39f96838286e7a3838cc606f1036610 |  24819.67731407393   | 0.118188939590828243%  |
| 107  | 0x54a964c75591f2d2dddef62191556f6d999db730 |  24569.222759487224  | 0.116996298854701071%  |
| 108  | 0x5a1cb14f2679d4a77f9cbfbe336b50590f911ab3 |  23949.400113961186  | 0.114044762447434223%  |
| 109  | 0x8ee4456cb7403077bd20c20ef430883a90c2b19f |  23225.917448064905  | 0.110599606895547171%  |
| 110  | 0x3c0d4d6ccfb6e42c53751c823b156f0a58907c03 |  22825.724628870616  | 0.108693926804145795%  |
| 111  | 0x2ea562615d0fba88635fa1f63d86b3195ef706f1 |  22686.408939355377  | 0.108030518758835133%  |
| 112  | 0xed66be60914db60f9a50d3ac775434e27761bb77 |  22317.470611512515  | 0.106273669578631028%  |
| 113  | 0x7ecfb0c7894dc33200640ca60c375ae34e9e129e |  22195.85693459875   | 0.105694556831422623%  |
| 114  | 0xde78217bab483b34a97452672a50923ddb218638 |  21524.24446765738   | 0.102496402226939909%  |
| 115  | 0x987a7edd4735e13700adff11f97a73206da70206 |  20981.795610895384  | 0.099913312432835166%  |
| 116  | 0x735bd8bda0d95bd7104b18a56309a7736f51c1fc |  20656.393016576283  | 0.098363776269410875%  |
| 117  | 0x2ef85b1ce2e94d0e42e91a7aa403062c1335a2d3 |   20633.8848949816   | 0.098256594738007623%  |
| 118  | 0x829686e23eae1780212fa94c6c30f8dbd6404f33 |  20509.060888766424  | 0.097662194708411547%  |
| 119  | 0x89db36b345aa83760302e7e65101812c5f6205de |      20335.467       | 0.096835557142857147%  |
| 120  | 0x9bfbc666ed1b5c9b083e8b650e9d1041ab793daa |  20078.524585722378  | 0.095612021836773232%  |
| 121  | 0x93bd227d1c2d455494dc3a71db8c812fb7f8720d |        20000         | 0.095238095238095242%  |
| 122  | 0x800e79d6d6bad2cfd57239575a3a1d34d7acdeb9 |        20000         | 0.095238095238095242%  |
| 123  | 0xd3225d9a621506176756917ea03d137ea25e9bfa |  19946.57180644884   | 0.094983675268804004%  |
| 124  | 0x798e7013e395f736422fbfd75466c5ecc21cfb12 |  19000.000011037573  | 0.090476190528750351%  |
| 125  | 0x0f1ea66157aa1c597164ea5933aeff6d96c6daf5 |  18557.51920135113   | 0.088369139054053003%  |
| 126  | 0xb442cceeff6dfbe8efbd1a69565b1555e53a1cb4 |       18270.5        | 0.087002380952380956%  |
| 127  | 0xa2f0d9bbfaefaf69178f77e856ce4202dbada99a |  16861.625181766045  | 0.080293453246504979%  |
| 128  | 0x1b9f154c31d936e15033780e2ffa36f7d7142905 |  16845.451308605232  | 0.080216434802882060%  |
| 129  | 0x22301d0d24a3f50d88d6d08f3515ecbb1d0fe288 |  16712.34626309669   | 0.079582601252841384%  |
| 130  | 0x9a2df24b81ce97f6ab7ba2bbb0c04809bf9582e5 |  16594.349735245727  | 0.079020713024979655%  |
| 131  | 0xdf5fa99e6a80011e82d88afda5ab29559410b0a3 |  16244.795983670436  | 0.077356171350811603%  |
| 132  | 0x9f799d584eaa8109465ff335bec78ba858059a6c |  16018.756962868963  | 0.076279795061280779%  |
| 133  | 0x5e22da03522fcbc5b6519310a1cae5bd3a1178a3 |  15604.930677888151  | 0.074309193704229293%  |
| 134  | 0xebaa404545ee5eeb4cede4a61e11fcec70a5f9c2 |  15580.400620175104  | 0.074192383905595736%  |
| 135  | 0xfd9ffe88a464f1746dd77e6707185fd8bbc7eccf |  15518.499470880886  | 0.073897616528004222%  |
| 136  | 0xfb306bac75a2780e70d908d3c6d3c01c13be500c |  15484.631212034015  | 0.073736339104923884%  |
| 137  | 0x4d9f5dcf25c8b6268923655dfe45d4780bd94df2 |  15386.191109524148  | 0.073267576712019755%  |
| 138  | 0xb88cb55f011334e08fc8b45b6495875d00a9b7ef |  15376.434038046127  | 0.073221114466886322%  |
| 139  | 0x314f98697e3ff330ea26bb143c100871f9ef84f7 |  15273.961060612819  | 0.072733147907680093%  |
| 140  | 0xd28815ec42738cf57a313c4447a098168430b470 |  15199.047916539937  | 0.072376418650190179%  |
| 141  | 0x7fc8491e8d4283e629442d1cfdc161a254ed4a2a |  14996.966535621399  | 0.071414126360101903%  |
| 142  | 0x4db6dd66f36c3f7be4f3805962c368e12071e2d5 |  14983.920716621105  | 0.071352003412481455%  |
| 143  | 0xe5c4fc2be6fc7e692ab20f0540d2348afe432f7a |  14803.345748834268  | 0.070492122613496517%  |
| 144  | 0xc220be42e7029d587dcaad6d85071272488b7f9b |  14630.917760368397  | 0.069671036954135226%  |
| 145  | 0x46e3d123e78628255aaeeae581b8936f23f21619 |  14484.143570776007  | 0.068972112241790512%  |
| 146  | 0xc28ed9139b903b90f038ef50e9bfdc066e05d5eb |  14408.275505631545  | 0.068610835741102598%  |
| 147  | 0xc0558bf9ffedd965de4c9640839af4b372d2c903 |   14165.8762994085   | 0.067456553806707145%  |
| 148  | 0xa2b1abe107e44a6759ed4e7c6180b3fc58cff3ca |  14064.586798879944  | 0.066974222851809260%  |
| 149  | 0xcb1f14af2227a183cdca6e4bae126d2a5fec3374 |  14006.587212103499  | 0.066698034343349998%  |
| 150  | 0x86fa322d66be5f8356e38e079c432465f9d37fa5 |  13766.260606038153  | 0.065553621933515017%  |
| 151  | 0x6e1a121cb734622843be806eae2c08e4170e7330 |  13436.567534473767  | 0.063983654926065560%  |
| 152  | 0x96b11d86c8cb4c427499a915f6188f487b2b9ce8 |  13183.938001059263  | 0.062780657147901255%  |
| 153  | 0xb4b5123d337612e08008100f376860687bd9bbbb |  13091.956282949672  | 0.062342648966427012%  |
| 154  | 0x98f25e502242382f9d08b7c6f9e8e3b940e1be87 |  13027.191602057866  | 0.062034245724085079%  |
| 155  | 0x067def80d66fb69c276e53b641f37ff7525162f6 |  12885.333497943056  | 0.061358730942585983%  |
| 156  | 0x88825145254ccbbee360b3d7f4fa3ea209fde43f |  12846.24227968071   | 0.061172582284193859%  |
| 157  | 0xb13289695fcdaeb14124e4d89adc8bbce5ea845b |  12411.783325160835  | 0.059103730119813502%  |
| 158  | 0x4d9584c05063094460856d523083f24cbd0fea12 |  12404.64357343988   | 0.059069731302094669%  |
| 159  | 0x35e94c8b54d777381d8da9f879ea17c6cecda07b |  12264.16527047387   | 0.058400787002256526%  |
| 160  | 0x6c48c3410439892791a4bad9549a83140145f41f |  12165.06210428723   | 0.057928867163272526%  |
| 161  | 0x5c90082d63bbca1e28be4f340acfd50100748db0 |  12131.924702989485  | 0.057771070014235645%  |
| 162  | 0xbde731f047c8a40d69e20b75789bc6343907b89f |  12063.16852651709   | 0.057443659650081383%  |
| 163  | 0x33af86359826847a7484fa01fdb7dd162e1d270a |  12000.000000114092  | 0.057142857143400440%  |
| 164  | 0xc35234c1c1dbe795235fac63d83f80871c3f43cc |        12000         | 0.057142857142857145%  |
| 165  | 0x18650b1707c6bc1408161473678658a003d789d9 |  11999.402114568391  | 0.057140010069373293%  |
| 166  | 0x8efa72cee8f3e4d8adc47b528c55992d69d6953c |  11996.018253734943  | 0.057123896446356874%  |
| 167  | 0xbf5d337dc6ebaf03a635c381e36c6f41ca927e19 |  11944.860678747824  | 0.056880288946418212%  |
| 168  | 0xa72dad2924bbe107f7d861a9389a55503ba815fa |  11743.437081375632  | 0.055921128958931583%  |
| 169  | 0x48eaf2ffe4ce52e43a162a7f751814b0f918c425 |  11721.453557411853  | 0.055816445511485016%  |
| 170  | 0xdea77b83761b5d234156c79a0d889db90c434e86 |  11703.722862752295  | 0.055732013632153788%  |
| 171  | 0xf0bcc657e489dc93419d9ddd27d79f5c2711e84c |       11494.5        | 0.054735714285714288%  |
| 172  | 0x2ce1c76134f8ff42bc086f93e221fe3e13e62f26 |  11355.095596963034  | 0.054071883795062069%  |
| 173  | 0x9e62c8c73a7a70350e0047629d474d4be1400077 |  11179.705870750942  | 0.053236694622623535%  |
| 174  | 0xa47d2b7f2275bf6b9732526ac8fdc9ee938c5cf7 |  11076.634575237824  | 0.052745878929703926%  |
| 175  | 0x5d92052aee1c5b100c3d136c0e486f3597bd8429 |  10659.360596061642  | 0.050758859981245916%  |
| 176  | 0x110eae274c6f1c1508fba64e30dd94849a942ce8 |  10585.919263169464  | 0.050409139348426021%  |
| 177  | 0x579a32ec134ccdf5897952feebb102f4c910e61d |  10524.234060832125  | 0.050115400289676788%  |
| 178  | 0xb1eb4e06f7609ee9d66218a49bb17d84cc76b486 |  10402.375793461437  | 0.049535122826006845%  |
| 179  | 0x93422e28c49ad14a44b09b9764e0dcb67f6c928a |        10000         | 0.047619047619047621%  |
| 180  | 0x0eaead0f7e6458de591da059644af8c249b856d9 |  9731.412276140067   | 0.046340058457809845%  |
| 181  | 0x69956effd299a0861a7bfdd6c70ae106835ce45d |  9713.906327271376   | 0.046256696796530364%  |
| 182  | 0x1171c12a84d43a193c9736b95bb63e8e95834c0c |  9515.011251880565   | 0.045309577389907454%  |
| 183  | 0x3a57cc1995b4e247ae2417031c9036f31085f329 |  9316.895613244427   | 0.044366169586878225%  |
| 184  | 0x485f02fe1239905badbeea0b8625d723ef5a62d2 |   9274.46779442351   | 0.044164132354397668%  |
| 185  | 0xf4bd17f1a5484a72cb4a63aea26504862384aafc |  9181.084742522884   | 0.043719451154870878%  |
| 186  | 0x6138db76d09de7c58c0c46eb4ec1084cb9aacea5 |   9138.67474155116   | 0.043517498769291240%  |
| 187  | 0x4c3d5d53b3850811db3195af7efa3284d62a986e |  9002.050928317702   | 0.042866909182465249%  |
| 188  | 0x2a11c666dd5758f50262f49d0a79fcfcc2f1e741 |  8887.623039642916   | 0.042322014474490078%  |
| 189  | 0xc43fc26051b8cb2ece47fa1e0d147c55e0faf847 |  8853.700034875203   | 0.042160476356548587%  |
| 190  | 0x478b6094cf30165bfd93f4f9c80b0c10d23c5920 |  8626.433796472344   | 0.041078256173677830%  |
| 191  | 0x028f90d4ac061675f97553274af6cad59d6c1ba7 |   8602.96578541213   | 0.040966503740057763%  |
| 192  | 0x36655d05330891391860b036c5a3525f49efb952 |  8583.420680956182   | 0.040873431814077059%  |
| 193  | 0x3535e8e8dc941f076ebda9ea67f663813553c4c5 |  8348.947606766607   | 0.039756893365555273%  |
| 194  | 0xe9929f19228dbdf5bfadb1cdd605f652122fc353 |  8254.623363680272   | 0.039307730303239392%  |
| 195  | 0xa5d2baadf6beb67b6867d968b82853932be6736c |  8200.660198177478   | 0.039050762848464182%  |
| 196  | 0x482c90250eb57e4149ef33c0337aefe42e90d360 |   8143.86350387403   | 0.038780302399400144%  |
| 197  | 0x5fa7a7a0bfc08b44edca6fc20006b9565c470777 |   8119.39380636373   | 0.038663780030303478%  |
| 198  | 0x7e1d3e79c74ed5d8dc9a14d1c79a76a0d8a499f0 |  8021.4548604945085  | 0.038197404097592899%  |
| 199  | 0x1a01837c55216e1359eca1196c46c0f33ab75086 |  7940.457082227439   | 0.037811700391559235%  |
| 200  | 0x326a0c4f09d8d7c325196a4b3627d1c362be4133 |  7909.630387200885   | 0.037664906605718501%  |
| 201  | 0x7f0945a9045e02f64dc50a66a5173865dd1389dc |  7763.769721124923   | 0.036970332005356778%  |
| 202  | 0x503a3cad9010e6706a6785a6f51e851d125df682 |  7607.631997104624   | 0.036226819033831544%  |
| 203  | 0x18d7874cbdc504c67dac8be61d4dc65d8b7c6cc5 |   7599.79084680807   | 0.036189480222895573%  |
| 204  | 0x4d75ca75a58630e76ff9e929d00f854ed2eaed33 |  7591.085682430922   | 0.036148027059194868%  |
